ds,y
8/30/2018 7:30:00 AM,66
8/28/2018 8:00:00 AM,48
8/28/2018 7:30:00 AM,60
8/27/2018 8:00:00 AM,57
8/27/2018 7:30:00 AM,42
8/25/2018 8:00:00 AM,16
8/25/2018 7:30:00 AM,51
8/24/2018 8:00:00 AM,33
8/24/2018 7:30:00 AM,54
8/23/2018 8:00:00 AM,28
8/23/2018 7:30:00 AM,79
8/21/2018 8:00:00 AM,44
8/21/2018 7:30:00 AM,84
8/20/2018 8:00:00 AM,36
8/20/2018 7:30:00 AM,52
8/18/2018 8:00:00 AM,28
8/18/2018 7:30:00 AM,66
8/17/2018 8:00:00 AM,33
8/17/2018 7:30:00 AM,56
8/16/2018 8:00:00 AM,67
8/16/2018 7:30:00 AM,56
8/13/2018 8:00:00 AM,70
8/13/2018 7:30:00 AM,148
8/11/2018 8:00:00 AM,15
8/11/2018 7:30:00 AM,61
8/10/2018 8:00:00 AM,64
8/10/2018 7:30:00 AM,64
8/9/2018 8:00:00 AM,39
8/9/2018 7:30:00 AM,115
8/7/2018 8:00:00 AM,51
8/7/2018 7:30:00 AM,107
8/6/2018 8:00:00 AM,41
8/6/2018 7:30:00 AM,68
8/4/2018 8:00:00 AM,42
8/4/2018 7:30:00 AM,40
8/3/2018 8:00:00 AM,47
8/3/2018 7:30:00 AM,55
8/2/2018 8:00:00 AM,48
8/2/2018 7:30:00 AM,56
7/31/2018 8:00:00 AM,43
7/31/2018 7:30:00 AM,69
7/30/2018 8:00:00 AM,66
7/30/2018 7:30:00 AM,106
7/28/2018 8:00:00 AM,43
7/28/2018 7:30:00 AM,69
7/27/2018 8:00:00 AM,41
7/27/2018 7:30:00 AM,36
7/26/2018 8:00:00 AM,67
7/26/2018 7:30:00 AM,90
7/24/2018 8:00:00 AM,50
7/24/2018 7:30:00 AM,66
7/23/2018 8:00:00 AM,87
7/23/2018 7:30:00 AM,94
7/21/2018 8:00:00 AM,54
7/21/2018 7:30:00 AM,44
7/20/2018 8:00:00 AM,32
7/20/2018 7:30:00 AM,54
7/19/2018 8:00:00 AM,103
7/19/2018 7:30:00 AM,97
7/17/2018 8:00:00 AM,75
7/17/2018 7:30:00 AM,112
7/16/2018 8:00:00 AM,78
7/16/2018 7:30:00 AM,103
7/14/2018 8:00:00 AM,37
7/14/2018 7:30:00 AM,78
7/13/2018 8:00:00 AM,69
7/13/2018 7:30:00 AM,83
7/12/2018 8:00:00 AM,60
7/12/2018 7:30:00 AM,115
7/10/2018 8:00:00 AM,102
7/10/2018 7:30:00 AM,79
7/9/2018 8:00:00 AM,77
7/9/2018 7:30:00 AM,123
7/7/2018 8:00:00 AM,54
7/7/2018 7:30:00 AM,91
7/6/2018 8:00:00 AM,67
7/6/2018 7:30:00 AM,102
7/5/2018 8:00:00 AM,123
7/5/2018 7:30:00 AM,153
7/3/2018 8:00:00 AM,93
7/3/2018 7:30:00 AM,181
7/2/2018 8:00:00 AM,53
7/2/2018 7:30:00 AM,112
6/30/2018 8:00:00 AM,43
6/30/2018 7:30:00 AM,126
6/28/2018 8:00:00 AM,72
6/28/2018 7:30:00 AM,167
6/26/2018 8:00:00 AM,63
6/26/2018 7:30:00 AM,196
6/25/2018 8:00:00 AM,82
6/25/2018 7:30:00 AM,113
6/23/2018 8:00:00 AM,83
6/23/2018 7:30:00 AM,111
6/22/2018 8:00:00 AM,70
6/22/2018 7:30:00 AM,164
6/21/2018 8:00:00 AM,103
6/21/2018 7:30:00 AM,165
6/19/2018 8:00:00 AM,55
6/19/2018 7:30:00 AM,126
6/18/2018 8:00:00 AM,65
6/18/2018 7:30:00 AM,129
6/16/2018 8:00:00 AM,68
6/16/2018 7:30:00 AM,84
6/15/2018 8:00:00 AM,47
6/15/2018 7:30:00 AM,69
6/14/2018 8:00:00 AM,68
6/14/2018 7:30:00 AM,149
6/12/2018 8:00:00 AM,80
6/12/2018 7:30:00 AM,143
6/11/2018 8:00:00 AM,56
6/11/2018 7:30:00 AM,124
6/9/2018 8:00:00 AM,76
6/9/2018 7:30:00 AM,78
6/8/2018 8:00:00 AM,70
6/8/2018 7:30:00 AM,63
6/7/2018 8:00:00 AM,61
6/7/2018 7:30:00 AM,108
6/5/2018 8:00:00 AM,83
6/5/2018 7:30:00 AM,116
6/4/2018 8:00:00 AM,62
6/4/2018 7:30:00 AM,117
6/2/2018 8:00:00 AM,36
6/2/2018 7:30:00 AM,102
6/1/2018 8:00:00 AM,46
6/1/2018 7:30:00 AM,108
5/31/2018 8:00:00 AM,71
5/31/2018 7:30:00 AM,139
5/29/2018 8:00:00 AM,70
5/29/2018 7:30:00 AM,141
5/28/2018 8:00:00 AM,84
5/28/2018 7:30:00 AM,155
5/26/2018 8:00:00 AM,62
5/26/2018 7:30:00 AM,90
5/25/2018 8:00:00 AM,83
5/25/2018 7:30:00 AM,110
5/24/2018 8:00:00 AM,54
5/24/2018 7:30:00 AM,143
5/22/2018 8:00:00 AM,75
5/22/2018 7:30:00 AM,83
5/21/2018 8:00:00 AM,48
5/21/2018 7:30:00 AM,110
5/19/2018 8:00:00 AM,68
5/19/2018 7:30:00 AM,101
5/18/2018 8:00:00 AM,57
5/18/2018 7:30:00 AM,67
5/17/2018 8:00:00 AM,80
5/17/2018 7:30:00 AM,98
5/15/2018 8:00:00 AM,47
5/15/2018 7:30:00 AM,102
5/14/2018 8:00:00 AM,46
5/14/2018 7:30:00 AM,126
5/12/2018 8:00:00 AM,36
5/12/2018 7:30:00 AM,64
5/11/2018 8:00:00 AM,58
5/11/2018 7:30:00 AM,70
5/10/2018 8:00:00 AM,73
5/10/2018 7:30:00 AM,103
5/8/2018 8:00:00 AM,47
